3.099999999999999978e-02,3.099999999999999978e-02,3.099999999999999978e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.400000000000000050e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.699999999999999969e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.500000000000000139e-02
3.099999999999999978e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.500000000000000139e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.500000000000000139e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.999999999999999889e-02
3.099999999999999978e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.500000000000000139e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.599999999999999881e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.900000000000000147e-02
3.099999999999999978e-02,2.500000000000000139e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.400000000000000050e-02,2.900000000000000147e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.599999999999999881e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.500000000000000139e-02
3.099999999999999978e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.699999999999999969e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.599999999999999881e-02,2.599999999999999881e-02,2.900000000000000147e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.599999999999999881e-02,2.999999999999999889e-02,2.800000000000000058e-02
2.900000000000000147e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.500000000000000139e-02,2.999999999999999889e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.699999999999999969e-02,2.699999999999999969e-02,2.900000000000000147e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.500000000000000139e-02,2.500000000000000139e-02
2.900000000000000147e-02,2.699999999999999969e-02,2.500000000000000139e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.500000000000000139e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.999999999999999889e-02,2.599999999999999881e-02,2.999999999999999889e-02,2.400000000000000050e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.599999999999999881e-02,2.599999999999999881e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.999999999999999889e-02
2.800000000000000058e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.699999999999999969e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.900000000000000147e-02,3.099999999999999978e-02,3.099999999999999978e-02
2.400000000000000050e-02,2.500000000000000139e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.599999999999999881e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.800000000000000058e-02,3.099999999999999978e-02
2.900000000000000147e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.400000000000000050e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.199999999999999872e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.500000000000000139e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.900000000000000147e-02,3.099999999999999978e-02
3.099999999999999978e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.599999999999999881e-02,2.900000000000000147e-02,2.699999999999999969e-02,2.199999999999999872e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.599999999999999881e-02
2.699999999999999969e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.599999999999999881e-02,2.699999999999999969e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.599999999999999881e-02,2.599999999999999881e-02,2.800000000000000058e-02
3.099999999999999978e-02,2.900000000000000147e-02,2.599999999999999881e-02,3.099999999999999978e-02,2.599999999999999881e-02,2.699999999999999969e-02,2.400000000000000050e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.999999999999999889e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.699999999999999969e-02
3.099999999999999978e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.599999999999999881e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.599999999999999881e-02,2.699999999999999969e-02
2.900000000000000147e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.800000000000000058e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.699999999999999969e-02,2.500000000000000139e-02,2.900000000000000147e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.599999999999999881e-02,2.400000000000000050e-02
2.800000000000000058e-02,2.800000000000000058e-02,2.999999999999999889e-02,2.599999999999999881e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.599999999999999881e-02,3.099999999999999978e-02,2.599999999999999881e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.599999999999999881e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.999999999999999889e-02,2.800000000000000058e-02,2.299999999999999961e-02,2.800000000000000058e-02
2.699999999999999969e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.999999999999999889e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.599999999999999881e-02,2.900000000000000147e-02,2.900000000000000147e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.999999999999999889e-02,3.099999999999999978e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.900000000000000147e-02
3.099999999999999978e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.599999999999999881e-02,2.900000000000000147e-02,2.699999999999999969e-02,2.900000000000000147e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.699999999999999969e-02,2.599999999999999881e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.800000000000000058e-02,2.800000000000000058e-02,2.699999999999999969e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.599999999999999881e-02
2.900000000000000147e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.699999999999999969e-02,2.999999999999999889e-02,2.500000000000000139e-02,2.900000000000000147e-02,3.099999999999999978e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.900000000000000147e-02,2.599999999999999881e-02,3.099999999999999978e-02,2.599999999999999881e-02,2.599999999999999881e-02,2.299999999999999961e-02,2.800000000000000058e-02,2.800000000000000058e-02,3.099999999999999978e-02,2.900000000000000147e-02
2.500000000000000139e-02,2.999999999999999889e-02,2.900000000000000147e-02,2.500000000000000139e-02,2.800000000000000058e-02,2.500000000000000139e-02,2.999999999999999889e-02,3.099999999999999978e-02,3.099999999999999978e-02,3.099999999999999978e-02,2.599999999999999881e-02,2.800000000000000058e-02,2.699999999999999969e-02,2.699999999999999969e-02,2.400000000000000050e-02,2.800000000000000058e-02,2.900000000000000147e-02,2.599999999999999881e-02,2.900000000000000147e-02,3.099999999999999978e-02
